city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
0,83,2,2,1,5,1,1,450,1400,67,21,1938
2,340,4,5,5,9,1,1,4800,7500,1917,96,14310
1,28,1,1,1,6,0,0,720,890,65,12,1687
2,70,1,1,0,0,1,1,0,930,60,14,1004
1,300,3,2,2,0,1,1,0,4000,184,66,4250
2,423,4,5,7,28,1,1,5785,14000,2647,178,22610
2,16,1,1,0,1,0,1,0,850,35,11,896
0,38,1,1,0,3,1,1,300,1300,53,19,1672
1,210,4,4,4,3,1,1,2680,7000,146,94,9920
2,380,4,5,5,2,1,1,6500,3400,1125,44,11070
4,289,3,2,1,6,1,1,3000,5000,667,65,8732
2,28,1,1,0,0,1,1,0,1300,0,17,1317
3,83,2,3,1,7,1,1,1100,1500,42,20,2662
2,120,4,3,3,8,1,1,1680,3430,622,44,5776
0,60,2,2,1,6,1,1,606,1080,88,16,1790
2,100,2,1,0,0,1,1,0,1100,125,17,1242
2,108,4,3,2,4,1,1,1134,6500,609,83,8326
2,345,2,3,2,4,0,1,3655,12000,783,153,16590
2,210,3,4,4,13,1,0,1475,10000,650,127,12250
4,80,2,1,0,3,1,0,600,5300,34,69,6003
2,270,4,4,4,4,1,1,3900,2900,0,37,6837
0,60,2,1,0,3,1,1,290,770,45,12,1117
4,64,2,1,1,1,1,1,810,2900,172,38,3920
4,90,2,2,0,4,0,0,857,4800,208,62,5927
2,157,3,3,1,5,1,1,1325,4500,347,58,6230
3,100,3,2,1,3,1,1,690,1300,76,17,2083
3,86,3,2,2,3,1,1,420,2340,81,30,2871
2,56,2,1,1,13,0,1,390,1800,9,23,2222
4,40,1,1,0,7,0,0,735,2900,137,38,3810
2,188,3,4,1,8,1,1,2100,10000,562,127,12790
3,44,2,1,1,4,1,0,310,1800,34,23,2167
4,300,3,2,0,5,1,1,3000,2970,709,39,6718
4,101,3,3,2,4,1,1,2163,5000,377,65,7605
1,130,3,1,1,2,1,1,0,2000,293,27,2320
2,120,4,3,3,16,1,1,1420,6160,390,79,8049
2,200,3,4,2,0,1,1,0,2900,1100,44,4044
2,140,3,4,2,24,1,1,1583,8500,456,108,10650
4,100,3,1,0,12,1,1,1367,3399,217,44,5027
2,260,5,3,0,0,1,1,0,5500,600,83,6183
2,77,2,2,2,18,1,1,547,3000,203,39,3789
3,45,1,1,0,1,1,1,0,770,34,10,814
0,50,2,1,1,0,1,1,0,1000,25,18,1043
3,44,2,1,2,0,1,1,342,908,24,12,1286
0,84,1,2,0,0,1,0,300,2200,0,33,2533
1,53,3,1,0,4,1,1,230,1000,68,14,1312
2,200,3,4,2,0,1,1,0,3250,292,49,3591
3,75,3,2,1,2,1,1,280,900,0,12,1192
0,120,2,2,1,3,1,0,360,2525,75,37,2997
1,70,2,1,0,0,0,1,0,1030,0,17,1047
3,100,3,2,0,2,0,1,815,808,81,11,1715
0,73,2,2,1,6,1,0,450,2450,94,36,3030
4,70,2,1,1,5,0,1,600,3000,167,39,3806
2,110,2,4,2,2,1,0,2100,6375,500,81,9056
2,200,3,2,2,8,1,1,1626,3000,0,39,4665
2,75,2,2,2,6,1,1,700,1198,227,16,2141
2,96,2,1,1,0,1,0,0,3450,23,52,3525
4,270,3,2,1,6,0,1,2000,4000,1000,52,7052
2,100,1,1,0,0,1,0,0,2720,138,41,2899
1,195,4,2,2,0,1,1,0,3400,236,56,3692
4,102,3,2,0,12,0,1,900,3100,380,40,4420
2,310,4,4,8,0,1,1,0,5500,521,83,6104
2,63,2,2,1,16,1,1,690,1850,103,24,2667
2,131,3,2,2,6,0,0,1400,3000,534,39,4973
2,37,1,1,1,25,0,0,440,2850,152,37,3479
2,145,3,2,2,0,1,0,0,3000,128,46,3174
2,135,3,3,1,10,1,0,1600,4300,250,55,6205
0,67,3,2,1,1,1,1,406,1399,56,21,1882
2,25,1,1,0,1,0,1,0,1049,31,14,1094
1,300,4,4,4,0,1,1,0,6200,343,102,6645
2,190,3,2,2,9,1,1,1700,5700,492,73,7965
2,105,3,2,2,2,1,1,1320,7300,275,93,8988
2,48,1,1,2,5,0,0,1313,4500,248,58,6119
0,170,2,3,1,0,1,1,0,1300,50,24,1374
2,75,3,2,1,11,0,1,980,2000,109,26,3115
2,520,3,4,8,0,0,1,0,10000,1008,151,11160
4,37,1,1,0,7,1,1,600,1840,247,24,2711
2,305,3,6,3,8,1,0,2980,10000,1834,127,14940
4,80,2,2,1,2,1,1,1100,3776,167,49,5092
3,69,2,2,1,14,1,1,325,1800,130,23,2278
2,36,1,1,1,13,1,1,250,1850,0,24,2124
2,28,1,1,0,1,1,1,568,2150,0,28,2746
0,110,1,2,1,4,1,1,540,2040,179,30,2789
0,88,2,1,0,1,1,0,270,1300,27,19,1616
2,500,5,7,7,0,1,1,0,11500,5500,173,17170
2,122,3,2,1,17,1,1,970,3860,113,49,4992
1,85,2,1,1,3,1,1,250,1250,88,17,1605
2,36,1,1,0,10,1,0,345,1600,30,21,1996
1,80,3,2,1,2,1,1,720,1900,195,26,2841
2,114,3,3,0,7,0,1,1480,2289,542,29,4340
1,150,3,2,2,1,1,1,808,1600,240,22,2670
2,70,2,1,0,6,1,1,480,1800,0,23,2303
2,370,4,4,3,0,1,1,0,7900,1000,119,9019
3,47,1,1,1,18,1,0,582,2700,135,35,3452
2,70,3,2,2,13,0,1,700,2910,84,37,3731
2,70,2,2,2,16,1,1,1400,3300,84,42,4826
2,50,2,3,0,0,0,1,0,1740,84,27,1851
4,37,1,1,0,1,1,1,1100,1900,250,25,3275
2,136,3,2,2,2,1,1,1546,2800,252,36,4634
4,60,2,1,0,6,0,0,498,2000,185,26,2709
2,65,2,2,1,4,1,1,600,1540,290,20,2450
1,450,7,5,3,0,0,1,0,7880,292,130,8302
2,180,3,4,3,12,1,0,1600,3400,250,44,5294
2,130,3,3,2,3,1,1,1140,4000,292,51,5483
2,200,3,2,6,0,1,1,0,2300,176,35,2511
2,180,2,3,2,13,1,1,0,12500,0,159,12660
1,55,2,2,1,6,0,1,380,1700,75,23,2178
2,79,2,1,2,8,1,1,705,6250,0,80,7035
2,47,1,1,1,3,1,0,907,9200,313,117,10540
2,65,2,1,1,3,1,1,1300,2550,109,33,3992
3,292,4,4,3,13,1,1,1650,3750,424,48,5872
1,181,4,2,2,1,1,0,1530,4000,434,54,6018
2,327,5,4,5,0,1,1,0,11000,2000,166,13170
2,300,2,3,2,8,0,0,3000,5120,500,65,8685
2,366,4,5,5,8,1,0,4000,15000,1834,191,21030
4,115,3,3,1,7,1,1,1254,3150,179,41,4624
1,216,4,5,5,12,1,1,600,7500,0,100,8200
2,70,2,1,1,3,0,1,710,820,45,11,1586
2,170,3,3,2,0,1,1,0,5000,242,76,5318
2,65,3,2,2,3,1,1,245,3000,1,39,3285
2,88,3,3,2,5,1,1,700,2900,190,37,3827
2,54,1,1,0,8,1,1,350,1870,3,24,2247
2,95,1,2,2,15,1,1,1859,8000,566,102,10530
2,800,4,5,4,9,1,1,6000,15000,3334,191,24530
2,75,1,1,0,0,0,1,0,1450,0,22,1472
4,38,1,1,0,10,1,0,640,1940,65,25,2670
2,178,2,4,3,2,1,1,2580,6000,70,77,8727
2,310,2,6,3,11,0,1,2300,6000,764,77,9141
2,66,1,1,1,1,1,0,550,2600,50,33,3233
4,90,3,2,0,4,1,1,921,2550,142,33,3646
2,180,3,3,2,11,1,0,3100,4250,625,54,8029
4,40,1,1,0,2,1,1,480,1100,20,15,1615
2,150,3,2,1,5,1,1,1300,5500,221,70,7091
2,37,1,1,0,12,0,1,346,2900,69,37,3352
2,71,2,2,1,3,1,1,730,2800,234,36,3800
2,130,3,2,2,5,1,1,1400,5000,584,64,7048
4,75,2,2,1,1,1,1,990,2700,145,35,3870
2,45,1,1,1,2,1,0,1000,1760,167,23,2950
3,260,4,3,4,0,1,0,600,5830,596,88,7114
2,50,1,1,0,0,0,1,0,750,0,12,762
2,63,2,2,1,1,0,1,360,1600,66,21,2047
2,99,2,1,1,6,0,1,1300,4300,125,55,5780
2,170,4,4,3,9,1,1,1990,8250,594,105,10940
1,67,2,2,1,3,1,0,400,1612,59,22,2093
2,126,2,2,2,8,1,1,1000,2300,263,30,3593
4,70,2,2,2,3,1,1,900,1700,265,22,2887
4,57,1,1,1,3,1,1,653,1717,64,23,2457
0,27,1,1,0,6,0,1,300,694,13,11,1018
3,78,1,2,1,6,1,1,762,1840,50,24,2676
2,1100,4,6,10,0,1,1,3000,14000,2000,211,19210
2,162,2,2,3,6,1,0,1500,15000,609,191,17300
2,85,2,2,2,4,1,0,1028,2550,290,33,3901
4,67,2,1,1,2,1,1,682,1100,60,15,1857
4,122,3,1,0,6,1,0,1000,2000,220,26,3246
2,220,4,3,4,4,1,1,3200,11000,1000,140,15340
2,30,1,1,0,0,0,1,0,1000,0,13,1013
2,50,1,1,0,1,1,1,0,950,0,15,965
1,120,3,2,2,4,0,1,350,1500,81,20,1951
4,75,2,2,1,12,1,1,798,1500,0,12,2310
2,70,2,2,2,8,1,0,835,2700,102,35,3672
2,650,4,6,6,0,1,1,0,8500,1600,128,10230
0,71,3,2,1,4,1,1,530,1300,48,19,1897
2,27,1,1,0,11,1,1,585,2000,0,26,2611
2,187,3,3,2,2,1,1,1300,2950,342,38,4630
2,110,3,2,1,10,1,1,1000,4500,0,58,5558
2,180,4,2,2,0,1,1,0,3500,150,53,3703
2,57,2,2,2,5,1,1,834,1510,190,20,2554
2,250,3,2,2,0,1,1,0,15000,459,226,15690
2,49,2,2,1,9,1,1,500,1460,100,19,2079
2,110,1,1,1,0,1,1,0,1300,250,20,1570
2,59,2,2,1,12,1,1,360,2200,18,28,2606
2,65,2,1,1,12,1,0,740,1700,34,22,2496
2,220,4,2,2,9,1,1,2500,5000,692,64,8256
2,220,3,2,2,4,1,1,3100,6400,700,82,10280
2,88,2,2,1,1,1,1,1200,7300,0,93,8593
2,90,3,2,2,0,1,0,200,4100,300,62,4662
2,30,1,1,0,12,1,0,350,3400,0,44,3794
2,49,2,1,1,6,1,0,400,1800,0,23,2223
4,100,3,2,0,1,1,1,900,5900,309,77,7186
4,120,3,1,1,8,1,1,560,2300,209,30,3099
2,150,2,3,3,0,1,1,0,4250,0,64,4314
1,100,3,2,0,0,1,1,0,1550,125,26,1701
2,170,3,3,0,10,1,1,1900,7500,529,96,10030
3,70,2,1,2,0,1,1,0,1300,70,20,1390
2,70,1,1,1,6,0,0,650,3150,120,40,3960
2,80,1,1,1,10,1,1,1300,6500,0,83,7883
2,60,2,2,1,3,1,0,900,5700,212,73,6885
2,100,3,3,3,1,1,1,1000,3300,417,42,4759
2,260,4,2,3,0,1,1,0,3850,430,58,4338
2,300,3,5,4,0,1,1,0,6500,853,98,7451
2,86,3,3,2,9,0,1,550,2500,200,32,3282
2,250,4,4,2,0,0,1,0,6600,0,100,6700
0,48,1,1,0,0,1,1,250,900,542,14,1706
1,70,3,2,2,1,1,1,554,1900,228,26,2708
2,82,3,2,2,5,1,1,915,2100,252,27,3294
2,80,3,2,1,10,1,1,790,1900,164,25,2879
0,429,5,4,5,0,1,1,0,10500,334,187,11020
3,104,2,2,1,2,1,1,580,1700,122,22,2424
4,35,1,1,0,3,0,0,525,2600,96,34,3255
2,240,4,2,1,4,1,0,1200,4500,217,58,5975
2,40,1,1,0,0,0,1,180,850,41,11,1082
2,400,3,3,2,0,0,1,0,12000,0,181,12180
2,90,2,2,2,8,1,1,965,4500,36,58,5559
2,45,2,1,1,11,0,1,457,1720,91,22,2290
4,110,3,2,0,0,1,1,0,2000,60,31,2091
4,110,4,2,2,10,1,1,1300,1900,380,25,3605
0,143,2,1,2,7,1,0,900,2500,184,37,3621
2,60,2,2,2,7,1,1,894,1100,210,14,2218
2,124,3,3,2,16,1,1,1100,2791,339,36,4266
2,55,2,1,1,1,1,1,580,1490,21,19,2110
2,73,3,2,2,1,1,1,760,2500,283,32,3575
1,200,4,4,2,5,1,0,900,4100,500,55,5555
0,70,1,1,0,3,0,1,150,850,46,13,1059
2,44,1,1,0,10,1,1,370,2600,0,33,3003
4,87,2,1,1,2,1,1,1350,2500,209,33,4092
0,60,1,1,1,2,0,1,345,1290,35,19,1689
2,200,3,5,3,5,1,0,1513,4350,584,56,6503
2,80,2,1,1,5,0,1,660,2900,0,37,3597
0,51,2,1,1,3,1,1,270,1080,25,16,1391
2,147,2,3,2,3,0,0,1500,12000,500,153,14150
1,210,3,4,3,5,0,0,1817,10000,685,134,12640
2,110,3,2,2,14,1,1,0,3200,0,41,3241
0,50,1,1,0,1,1,1,287,1100,46,17,1450
4,32,1,1,0,10,1,1,360,1430,62,19,1871
1,82,3,2,1,4,1,1,410,1000,64,14,1488
2,98,3,3,2,6,1,1,1100,2100,334,27,3561
4,170,4,3,2,5,1,1,2300,9000,667,116,12080
2,20,1,1,0,2,1,0,602,1800,130,23,2555
1,168,4,3,2,2,0,1,430,2000,108,27,2565
4,50,2,1,0,5,1,1,215,800,62,11,1088
2,212,4,4,3,7,0,1,2300,9200,1046,117,12660
2,73,2,2,1,13,1,1,700,1250,150,16,2116
2,50,1,1,1,13,1,1,500,1800,0,23,2323
2,20,1,1,0,6,1,0,602,1800,130,23,2555
1,190,1,1,1,0,0,1,0,3900,162,64,4126
2,450,4,6,2,0,1,1,0,4900,486,74,5460
1,180,5,5,4,0,1,1,0,4500,270,74,4844
1,682,6,7,6,0,1,1,0,5500,428,91,6019
4,68,2,1,0,5,1,1,593,1000,400,13,2006
0,58,2,1,0,1,1,0,0,1300,0,19,1319
1,60,3,2,1,10,1,1,404,1100,83,15,1602
3,50,1,1,1,5,0,0,750,1160,185,15,2110
1,120,3,3,1,2,1,1,0,2200,145,30,2675
2,43,2,1,1,10,1,0,465,2000,0,26,2491
2,91,1,2,2,11,1,0,2076,13000,334,165,15580
3,75,2,1,2,1,1,1,1250,1600,135,21,3006
2,300,4,3,4,9,1,1,4900,6000,1500,77,12480
3,74,2,2,2,9,1,0,500,4920,0,63,5483
1,90,3,2,2,3,1,1,472,1550,84,21,2127
1,154,4,4,3,12,1,0,1670,8500,153,114,10440
2,280,3,3,7,0,1,1,0,8670,450,131,9251
2,150,3,3,2,10,1,1,1570,4000,515,51,6136
2,20,1,1,0,6,1,0,602,1800,130,23,2555
2,110,2,2,0,13,1,1,664,2690,0,35,3389
2,247,4,4,4,3,1,1,2900,2550,684,33,6167
2,220,3,4,2,0,1,1,400,15000,834,226,16460
2,70,2,2,0,0,0,1,0,3800,90,58,3948
2,98,3,2,2,1,1,1,1400,1760,383,23,3566
2,300,4,6,6,17,1,1,6300,15000,3400,191,24890
0,80,2,1,1,8,1,1,755,4000,212,59,5026
2,57,2,1,2,3,1,0,645,1450,69,19,2183
2,75,2,1,0,1,0,1,0,1200,67,16,1283
4,70,2,2,1,6,0,1,741,2300,75,30,3146
2,80,2,1,0,4,1,1,330,1700,0,22,2052
2,372,5,4,6,0,1,1,0,9200,1041,139,10380
2,120,3,2,2,23,0,1,722,4500,238,58,5518
3,71,1,1,1,9,0,1,486,750,56,10,1302
2,130,3,3,2,7,1,1,1200,3500,342,45,5087
2,300,2,1,2,0,1,1,0,2800,350,43,3193
1,320,5,4,3,3,1,1,660,3400,220,46,4326
1,200,3,2,2,0,1,1,0,12000,369,197,12570
0,56,2,2,1,3,1,1,250,1600,84,24,1958
2,165,3,2,3,16,1,1,1260,3730,955,48,5993
2,35,1,1,0,1,0,1,0,1290,0,17,1307
1,96,3,1,1,11,1,0,575,2200,154,30,2959
3,450,4,5,4,0,1,0,0,6500,230,98,6828
2,227,4,4,3,5,1,1,4200,6900,1534,88,12720
2,40,1,1,1,10,1,1,700,2600,25,33,3358
2,288,4,5,4,7,1,1,3600,6000,1150,77,10830
1,90,1,2,0,4,1,1,325,1300,54,18,1697
2,45,2,1,1,7,0,1,320,1290,0,17,1627
2,63,2,2,1,11,0,1,453,2800,149,36,3438
1,120,3,2,2,0,1,1,600,2200,120,37,2957
2,94,3,2,2,12,0,1,1046,7150,341,91,8628
0,60,1,1,1,1,1,1,316,500,10,8,834
0,106,3,2,2,2,0,0,300,4000,100,59,4459
2,167,3,4,2,5,1,1,2884,2900,732,37,6553
1,69,2,3,2,11,1,1,700,2600,172,35,3507
4,300,4,4,1,0,1,1,0,3400,292,52,3744
2,50,2,1,0,2,1,0,800,2473,3,32,3308
0,40,1,1,0,9,1,1,500,850,42,13,1405
2,380,4,3,3,11,1,1,3500,5800,1600,74,10970
4,20,1,1,0,0,0,1,0,750,0,10,760
3,50,2,1,1,7,1,1,270,950,43,13,1276
2,60,2,2,1,4,1,0,600,4500,50,58,5208
2,40,1,1,1,12,1,1,300,3470,70,44,3884
2,62,2,2,1,1,1,1,700,1730,22,22,2474
4,230,3,3,0,9,1,1,1950,7200,667,93,9910
3,45,2,1,1,1,1,1,300,870,0,12,1182
0,60,2,1,0,4,1,1,340,730,20,11,1101
2,65,2,2,1,9,0,1,682,1039,42,14,1777
4,90,3,1,0,4,0,1,500,2710,8,35,3253
2,150,3,3,2,0,1,0,0,3400,325,52,3777
2,180,3,4,3,5,0,1,2848,4330,1228,55,8461
1,95,3,2,2,2,0,1,150,1650,145,22,1967
4,45,1,1,0,10,0,0,450,2200,50,29,2729
2,216,3,5,0,14,0,0,3200,15000,1500,191,19890
3,58,1,1,0,5,1,1,540,900,66,12,1518
2,42,1,1,0,2,1,0,0,3256,0,42,3298
0,40,1,1,0,3,1,0,350,750,42,11,1153
2,220,4,4,3,4,0,0,2200,4930,809,63,8002
1,42,1,1,1,15,0,1,410,2690,172,36,3308
4,421,3,3,1,7,1,0,5000,10000,834,129,15960
3,226,4,2,2,10,1,1,1850,3000,403,39,5292
2,55,1,1,0,1,1,1,0,1400,0,18,1418
0,61,1,1,1,13,1,1,350,2200,67,33,2650
4,50,1,1,0,4,0,1,630,1000,184,13,1827
2,300,4,4,0,7,1,0,2700,9600,500,122,12920
0,58,2,2,2,13,1,1,470,2550,0,38,3058
0,104,3,3,2,4,1,1,1200,3900,200,57,5357
4,72,2,2,0,3,1,1,1000,2500,200,33,3733
3,65,3,1,1,3,1,0,470,1100,1500,14,3084
2,160,4,2,2,12,1,0,1506,4900,460,63,6929
3,40,1,1,0,8,1,1,380,730,11,10,1131
2,23,1,1,1,26,1,1,520,2300,59,30,2909
2,35,1,1,0,1,0,1,0,900,50,14,964
0,28,1,1,0,0,1,1,200,840,50,13,1103
2,20,1,1,0,0,1,0,602,1800,130,23,2555
2,68,2,2,1,7,1,1,750,1880,189,24,2843
3,70,3,1,1,6,1,1,549,1200,0,16,1765
2,127,2,3,2,1,1,0,996,3800,292,49,5137
2,138,3,2,3,0,1,1,0,5200,231,79,5510
3,53,1,1,1,3,1,1,588,550,73,7,1218
2,130,5,2,0,2,1,1,0,3000,37,39,3076
0,39,1,1,1,2,1,0,334,800,11,12,1157
0,60,2,1,0,6,1,1,340,980,8,15,1343
2,300,4,4,4,4,0,1,4000,1400,834,18,6252
2,500,3,3,5,0,1,1,0,8500,534,128,9162
3,90,3,2,1,2,1,1,495,1600,76,21,2192
3,120,3,1,2,1,1,1,150,1790,150,23,2113
2,134,3,5,2,7,1,1,1152,4900,0,63,6115
3,78,2,1,1,8,1,1,605,1300,106,17,2028
2,55,1,1,1,3,0,0,850,4300,21,55,5226
2,167,3,3,2,7,1,1,1315,5500,292,70,7177
2,15,1,1,0,0,0,1,0,1200,0,16,1216
1,46,2,1,1,2,1,1,200,1050,27,14,1291
4,30,1,1,0,2,0,0,750,4000,67,52,4869
4,60,2,2,1,10,1,1,700,2198,125,29,3052
2,380,3,3,4,0,1,0,0,4200,300,64,4564
1,95,3,2,1,3,1,1,722,1400,129,19,2270
2,55,2,2,1,4,1,1,380,1850,0,24,2254
1,55,2,1,1,1,0,1,180,850,0,12,1042
4,30,1,1,0,2,0,1,350,1140,0,15,1505
4,58,2,1,0,2,0,0,500,4000,200,52,4752
2,480,4,5,2,0,1,0,0,6000,2308,91,8399
2,97,3,2,2,2,1,1,600,2100,29,27,2756
2,33,1,1,1,13,0,0,1791,1300,155,17,3263
2,192,3,4,2,13,1,1,1600,8500,0,108,10210
4,114,4,2,1,10,1,0,2500,3000,450,39,5989
2,70,2,2,0,24,0,0,800,4000,50,51,4901
3,240,3,4,4,1,1,1,2800,7000,0,89,9889
0,110,3,1,0,1,1,1,630,1850,80,28,2588
4,950,6,5,2,3,0,0,0,13000,1500,198,14700
2,55,1,1,1,4,0,0,812,3200,0,41,4053
3,166,4,3,3,6,1,1,1860,2050,284,26,4220
0,117,3,3,2,9,1,0,1090,4000,329,59,5478
3,115,3,2,1,4,1,1,680,1364,91,5,2140
3,55,2,1,1,3,1,1,385,940,20,12,1357
2,85,1,2,1,14,1,1,800,2800,92,36,3728
2,61,1,2,1,4,1,0,680,2270,25,29,3004
2,34,1,1,0,12,1,0,370,2600,74,33,3077
0,70,3,2,0,0,1,1,290,1500,0,22,1812
2,85,2,2,0,17,1,0,560,6000,250,43,6853
2,93,2,1,1,4,0,0,985,5500,110,70,6665
2,150,3,2,1,1,1,0,1600,3600,310,46,5556
2,48,2,1,1,8,1,1,452,1740,135,23,2350
1,70,2,1,0,1,1,1,0,1200,42,16,1258
3,80,2,2,1,1,1,0,420,3000,107,39,3566
2,137,3,3,3,4,1,0,1500,9800,417,125,11840
2,230,3,4,3,2,1,1,3700,12000,157,153,16010
2,95,3,2,1,10,0,0,1018,4300,380,55,5753
4,87,2,2,1,8,0,0,826,1950,219,26,3021
1,800,8,7,4,0,1,1,0,14000,834,230,15060
2,88,3,1,2,5,1,1,685,1400,35,18,2138
2,245,3,3,1,18,1,0,1904,12000,486,153,14540
2,34,1,1,0,11,0,1,370,2800,74,36,3280
2,469,4,5,4,12,1,1,5706,15000,2260,191,23160
4,113,2,2,1,10,1,1,1566,8000,501,104,10170
1,200,4,4,3,3,1,1,2000,4000,475,54,6529
4,44,1,1,0,4,1,1,632,1700,86,22,2440
2,45,2,1,1,5,1,1,530,1440,0,19,1989
2,63,2,2,1,16,1,1,690,1850,103,24,2667
0,58,1,1,0,8,1,1,500,867,42,13,1422
2,55,2,2,1,11,1,1,670,2500,199,32,3401
2,320,4,4,2,7,1,1,4110,8000,645,102,12860
1,57,1,1,1,6,0,1,1500,1400,158,19,3077
2,240,5,2,3,0,0,1,0,6500,290,98,6888
2,127,3,2,1,5,1,1,1780,3300,400,42,5522
2,18,1,1,0,0,1,1,0,1710,0,22,1732
3,35,1,1,0,8,1,1,480,500,14,7,1001
2,320,3,5,3,0,1,1,0,9000,0,136,9136
3,46,1,1,0,2,1,1,450,500,14,7,971
2,130,3,2,1,2,1,0,1168,6290,233,80,7771
2,37,1,1,0,0,1,1,0,1625,0,25,1650
3,136,3,4,2,7,0,1,970,2500,131,32,3633
2,81,2,2,1,1,0,1,787,1400,71,18,2276
2,38,1,1,0,2,0,1,400,1450,0,19,1869
2,198,3,4,2,0,1,0,0,2500,259,38,2797
1,220,5,4,4,4,1,1,400,2700,170,36,3306
2,125,3,4,1,2,1,1,1100,4900,0,63,6063
2,450,4,6,4,4,1,1,4000,15000,2500,191,21690
2,145,3,2,2,6,1,1,1834,3000,546,39,5419
1,70,3,1,2,1,1,1,100,1600,667,22,2389
0,140,3,4,3,2,1,0,2200,8000,550,117,10870
2,100,3,2,1,3,1,1,285,1930,100,25,2340
2,39,1,1,0,2,0,1,0,1300,0,17,1317
4,98,2,2,1,7,0,0,1600,3500,225,46,5371
2,367,4,5,3,10,0,1,3200,8500,1167,108,12980
2,61,2,2,1,17,1,1,764,4200,134,54,5152
1,66,2,2,1,6,1,1,568,2100,226,28,2922
2,235,3,3,0,15,1,0,2550,8300,709,106,11670
3,110,3,3,2,0,1,1,560,3200,88,49,3897
2,84,3,2,1,23,1,1,780,2200,25,28,3033
2,165,3,1,3,0,1,1,0,3400,384,52,3836
1,90,2,1,0,0,1,1,0,1320,70,22,1412
2,48,1,1,0,0,0,1,0,1150,34,18,1202
0,60,2,1,1,0,0,1,0,950,34,17,1001
2,92,3,2,2,8,1,1,960,3300,318,42,4620
4,80,3,1,1,8,1,1,880,3000,213,39,4132
1,25,1,1,0,2,0,1,0,650,0,9,659
2,220,4,4,4,10,1,1,2200,5500,832,70,8602
3,74,2,3,1,9,1,1,894,1584,118,6,2602
2,98,2,2,0,6,1,1,660,2500,0,32,3192
2,69,2,2,1,3,1,1,810,1400,18,18,2246
2,90,2,1,1,0,1,1,0,2500,219,38,2757
4,105,2,2,0,3,1,1,1180,3430,174,45,4829
2,400,3,4,4,0,1,1,0,12000,1667,181,13850
2,110,2,2,2,0,0,1,0,2700,300,41,3041
2,245,3,4,3,10,1,1,2900,14000,917,178,18000
1,60,1,1,1,0,1,1,0,3000,0,40,3040
0,40,1,1,0,5,1,0,350,800,46,12,1208
0,35,1,1,1,1,0,0,0,1400,0,21,1421
2,35,1,1,0,12,0,0,1400,2595,0,33,4028
2,500,3,2,8,0,1,1,0,4000,632,61,4693
2,30,1,1,0,15,0,1,700,1650,0,25,2375
1,200,3,3,0,0,1,1,0,1800,0,30,1830
2,33,1,1,1,1,0,0,1512,1464,313,19,3308
0,47,1,1,1,1,0,0,400,2200,0,33,2633
2,50,1,1,0,0,1,1,0,810,34,13,857
2,54,2,2,2,5,1,1,691,2400,103,31,3225
4,60,2,1,0,11,1,1,670,2500,34,33,3237
2,36,1,1,1,15,0,0,510,2300,105,30,2945
1,205,4,4,4,5,1,1,2608,5000,796,67,8471
4,625,5,3,2,0,1,1,0,15000,1250,229,16480
3,60,2,1,1,3,1,1,0,900,48,12,960
2,50,1,1,0,9,0,0,850,2480,20,32,3382
2,185,2,3,3,8,1,1,2600,5500,834,70,9004
2,256,3,4,4,4,1,1,2800,7000,1000,89,10890
2,170,3,3,2,6,1,1,2377,9500,828,121,12830
0,90,3,1,0,0,1,1,280,1500,5,22,1807
1,110,2,3,0,2,1,1,0,3500,125,47,3672
3,89,3,2,2,5,1,1,900,1897,176,25,2998
2,54,1,1,1,7,1,1,600,3600,149,46,4395
2,113,3,2,2,0,1,1,0,2990,22,45,3057
2,100,3,1,1,2,1,1,1350,3000,92,39,4481
2,400,4,6,5,8,0,1,4900,8160,2084,104,15250
2,65,2,1,1,8,0,0,708,1600,0,21,2329
0,65,3,2,1,11,1,1,380,1980,46,29,2435
2,50,1,1,1,7,1,0,2000,2000,382,26,4408
4,150,3,3,1,5,1,1,932,4800,180,62,5974
4,170,4,3,4,10,1,1,1876,2350,576,31,4833
1,164,4,2,2,3,1,1,310,3500,144,47,4001
3,470,3,4,0,0,1,1,2600,7900,900,119,11520
2,430,4,6,2,16,1,0,2360,3378,286,43,6067
2,108,3,3,2,0,1,1,0,2800,209,43,3052
1,75,2,2,1,3,1,1,270,1300,98,18,1686
0,200,4,3,1,0,1,0,0,4050,250,72,4372
1,32,1,1,1,1,1,1,60,850,67,12,989
4,40,1,1,0,7,0,0,474,2500,59,33,3066
2,360,4,5,4,2,1,0,5420,12750,2779,162,21110
1,55,1,1,1,3,0,0,1250,3450,250,46,4996
4,30,1,1,0,1,0,1,473,2030,66,27,2596
2,59,2,1,1,1,1,1,313,1640,40,21,2014
4,120,3,2,1,10,1,0,1695,3300,231,43,5269
2,78,3,2,2,0,1,1,250,2000,292,31,2573
4,95,2,3,0,4,1,0,1700,6020,250,78,8048
2,180,3,3,1,14,1,1,1680,5000,192,64,6936
2,91,2,3,2,10,1,1,1350,4675,417,60,6502
3,70,2,1,1,2,0,1,600,1800,1,23,2424
2,315,3,5,4,11,1,1,4475,5820,1495,74,11860
4,56,2,1,1,3,0,0,1302,2800,249,37,4388
2,480,4,3,3,0,1,1,0,13500,834,203,14540
2,400,3,3,6,0,1,1,0,15000,1123,226,16350
